pos_name,tri1,tri2,tri3
pb,443,800,800
nb,-800,-800,-443
ps,374,470,567
ns,-567,-470,-374
pc,-1,224,449
nc,-449,-224,1
pb,49,50,50
nb,-50,-50,-49
ps,42,46,50
ns,-50,-46,-42
pc,-1,23,46
nc,-46,-23,1
nc,0,0,0
pb,681,2000,2000
nb,-2000,-2000,-681
ps,-1,397,794
ns,-794,-397,1
