pos_name,tri1,tri2,tri3
pb,565,800,800
nb,-800,-800,-565
ps,392,508,625
ns,-625,-508,-392
pc,-1,239,479
nc,-479,-239,1
pb,27,50,50
nb,-50,-50,-27
ps,26,32,38
ns,-38,-32,-26
pc,-1,14,29
nc,-29,-14,1
nc,0,0,0
pb,1244,2000,2000
nb,-2000,-2000,-1244
ps,-1,714,1428
ns,-1428,-714,1
