pos_name,tri1,tri2,tri3
pb,788,800,800
nb,-800,-800,-788
ps,497,645,794
ns,-794,-645,-497
pc,-1,318,637
nc,-637,-318,1
pb,12,50,50
nb,-50,-50,-12
ps,2,13,24
ns,-24,-13,-2
pc,-1,2,5
nc,-5,-2,1
nc,0,0,0
pb,1610,2000,2000
nb,-2000,-2000,-1610
ps,-1,817,1634
ns,-1634,-817,1
