pos_name,tri1,tri2,tri3
pb,651,800,800
nb,-800,-800,-651
ps,511,613,716
ns,-716,-613,-511
pc,-1,273,547
nc,-547,-273,1
pb,44,50,50
nb,-50,-50,-44
ps,23,35,47
ns,-47,-35,-23
pc,-1,15,30
nc,-30,-15,1
nc,0,0,0
pb,1164,2000,2000
nb,-2000,-2000,-1164
ps,-1,603,1206
ns,-1206,-603,1
