pos_name,tri1,tri2,tri3
pb,763,800,800
nb,-800,-800,-763
ps,611,689,767
ns,-767,-689,-611
pc,-1,326,653
nc,-653,-326,1
pb,14,50,50
nb,-50,-50,-14
ps,7,12,17
ns,-17,-12,-7
pc,-1,6,13
nc,-13,-6,1
nc,0,0,0
pb,1297,2000,2000
nb,-2000,-2000,-1297
ps,-1,705,1411
ns,-1411,-705,1
