pos_name,tri1,tri2,tri3
pb,794,800,800
nb,-800,-800,-794
ps,767,781,796
ns,-796,-781,-767
pc,-1,385,770
nc,-770,-385,1
pb,41,50,50
nb,-50,-50,-41
ps,37,41,46
ns,-46,-41,-37
pc,-1,19,38
nc,-38,-19,1
nc,0,0,0
pb,662,2000,2000
nb,-2000,-2000,-662
ps,-1,367,734
ns,-734,-367,1
