pos_name,tri1,tri2,tri3
pb,212,800,800
nb,-800,-800,-212
ps,158,272,386
ns,-386,-272,-158
pc,-1,114,229
nc,-229,-114,1
pb,37,50,50
nb,-50,-50,-37
ps,16,27,39
ns,-39,-27,-16
pc,-1,13,27
nc,-27,-13,1
nc,0,0,0
pb,1021,2000,2000
nb,-2000,-2000,-1021
ps,-1,619,1239
ns,-1239,-619,1
