pos_name,tri1,tri2,tri3
pb,799,800,800
nb,-800,-800,-799
ps,206,503,800
ns,-800,-503,-206
pc,-1,108,216
nc,-216,-108,1
pb,34,50,50
nb,-50,-50,-34
ps,3,23,43
ns,-43,-23,-3
pc,-1,4,9
nc,-9,-4,1
nc,0,0,0
pb,1818,2000,2000
nb,-2000,-2000,-1818
ps,-1,916,1832
ns,-1832,-916,1
