pos_name,tri1,tri2,tri3
pb,221,800,800
nb,-800,-800,-221
ps,24,259,494
ns,-494,-259,-24
pc,-1,85,170
nc,-170,-85,1
pb,12,50,50
nb,-50,-50,-12
ps,5,15,26
ns,-26,-15,-5
pc,-1,4,8
nc,-8,-4,1
nc,0,0,0
pb,1983,2000,2000
nb,-2000,-2000,-1983
ps,-1,995,1990
ns,-1990,-995,1
