pos_name,tri1,tri2,tri3
pb,436,800,800
nb,-800,-800,-436
ps,343,424,505
ns,-505,-424,-343
pc,-1,211,423
nc,-423,-211,1
pb,29,50,50
nb,-50,-50,-29
ps,17,25,33
ns,-33,-25,-17
pc,-1,10,20
nc,-20,-10,1
nc,0,0,0
pb,1235,2000,2000
nb,-2000,-2000,-1235
ps,-1,726,1452
ns,-1452,-726,1
