pos_name,tri1,tri2,tri3
pb,731,800,800
nb,-800,-800,-731
ps,86,419,752
ns,-752,-419,-86
pc,-1,142,284
nc,-284,-142,1
pb,42,50,50
nb,-50,-50,-42
ps,13,30,47
ns,-47,-30,-13
pc,-1,11,23
nc,-23,-11,1
nc,0,0,0
pb,1692,2000,2000
nb,-2000,-2000,-1692
ps,-1,883,1766
ns,-1766,-883,1
