pos_name,tri1,tri2,tri3
pb,588,800,800
nb,-800,-800,-588
ps,398,536,675
ns,-675,-536,-398
pc,-1,229,459
nc,-459,-229,1
pb,27,50,50
nb,-50,-50,-27
ps,26,32,38
ns,-38,-32,-26
pc,-1,14,29
nc,-29,-14,1
nc,0,0,0
pb,1662,2000,2000
nb,-2000,-2000,-1662
ps,-1,839,1679
ns,-1679,-839,1
