pos_name,tri1,tri2,tri3
pb,671,800,800
nb,-800,-800,-671
ps,590,656,722
ns,-722,-656,-590
pc,-1,311,623
nc,-623,-311,1
pb,35,50,50
nb,-50,-50,-35
ps,19,27,36
ns,-36,-27,-19
pc,-1,12,25
nc,-25,-12,1
nc,0,0,0
pb,1006,2000,2000
nb,-2000,-2000,-1006
ps,-1,697,1394
ns,-1394,-697,1
