pos_name,tri1,tri2,tri3
pb,539,800,800
nb,-800,-800,-539
ps,7,296,586
ns,-586,-296,-7
pc,-1,109,219
nc,-219,-109,1
pb,34,50,50
nb,-50,-50,-34
ps,14,24,35
ns,-35,-24,-14
pc,-1,8,17
nc,-17,-8,1
nc,0,0,0
pb,598,2000,2000
nb,-2000,-2000,-598
ps,-1,569,1139
ns,-1139,-569,1
