pos_name,tri1,tri2,tri3
pb,762,800,800
nb,-800,-800,-762
ps,139,459,780
ns,-780,-459,-139
pc,-1,173,346
nc,-346,-173,1
pb,34,50,50
nb,-50,-50,-34
ps,25,33,41
ns,-41,-33,-25
pc,-1,17,34
nc,-34,-17,1
nc,0,0,0
pb,1895,2000,2000
nb,-2000,-2000,-1895
ps,-1,961,1922
ns,-1922,-961,1
