pos_name,tri1,tri2,tri3
pb,458,800,800
nb,-800,-800,-458
ps,24,277,530
ns,-530,-277,-24
pc,-1,78,156
nc,-156,-78,1
pb,41,50,50
nb,-50,-50,-41
ps,22,32,42
ns,-42,-32,-22
pc,-1,16,33
nc,-33,-16,1
nc,0,0,0
pb,1597,2000,2000
nb,-2000,-2000,-1597
ps,-1,827,1654
ns,-1654,-827,1
