pos_name,tri1,tri2,tri3
pb,260,800,800
nb,-800,-800,-260
ps,179,323,468
ns,-468,-323,-179
pc,-1,156,313
nc,-313,-156,1
pb,37,50,50
nb,-50,-50,-37
ps,24,32,40
ns,-40,-32,-24
pc,-1,13,26
nc,-26,-13,1
nc,0,0,0
pb,1261,2000,2000
nb,-2000,-2000,-1261
ps,-1,714,1428
ns,-1428,-714,1
