pos_name,tri1,tri2,tri3
pb,331,800,800
nb,-800,-800,-331
ps,60,198,337
ns,-337,-198,-60
pc,-1,64,129
nc,-129,-64,1
pb,44,50,50
nb,-50,-50,-44
ps,7,26,46
ns,-46,-26,-7
pc,-1,9,19
nc,-19,-9,1
nc,0,0,0
pb,1255,2000,2000
nb,-2000,-2000,-1255
ps,-1,729,1458
ns,-1458,-729,1
