pos_name,tri1,tri2,tri3
pb,637,800,800
nb,-800,-800,-637
ps,327,513,699
ns,-699,-513,-327
pc,-1,247,495
nc,-495,-247,1
pb,43,50,50
nb,-50,-50,-43
ps,38,42,46
ns,-46,-42,-38
pc,-1,20,41
nc,-41,-20,1
nc,0,0,0
pb,1554,2000,2000
nb,-2000,-2000,-1554
ps,-1,880,1760
ns,-1760,-880,1
