pos_name,tri1,tri2,tri3
pb,740,800,800
nb,-800,-800,-740
ps,490,628,767
ns,-767,-628,-490
pc,-1,275,550
nc,-550,-275,1
pb,48,50,50
nb,-50,-50,-48
ps,25,37,49
ns,-49,-37,-25
pc,-1,16,33
nc,-33,-16,1
nc,0,0,0
pb,750,2000,2000
nb,-2000,-2000,-750
ps,-1,437,874
ns,-874,-437,1
