pos_name,tri1,tri2,tri3
pb,459,800,800
nb,-800,-800,-459
ps,370,476,582
ns,-582,-476,-370
pc,-1,235,470
nc,-470,-235,1
pb,36,50,50
nb,-50,-50,-36
ps,33,37,41
ns,-41,-37,-33
pc,-1,17,34
nc,-34,-17,1
nc,0,0,0
pb,1951,2000,2000
nb,-2000,-2000,-1951
ps,-1,976,1953
ns,-1953,-976,1
