pos_name,tri1,tri2,tri3
pb,710,800,800
nb,-800,-800,-710
ps,522,626,730
ns,-730,-626,-522
pc,-1,276,552
nc,-552,-276,1
pb,37,50,50
nb,-50,-50,-37
ps,16,27,39
ns,-39,-27,-16
pc,-1,13,27
nc,-27,-13,1
nc,0,0,0
pb,722,2000,2000
nb,-2000,-2000,-722
ps,-1,392,785
ns,-785,-392,1
