pos_name,tri1,tri2,tri3
pb,338,800,800
nb,-800,-800,-338
ps,113,285,458
ns,-458,-285,-113
pc,-1,118,236
nc,-236,-118,1
pb,49,50,50
nb,-50,-50,-49
ps,1,25,50
ns,-50,-25,-1
pc,-1,10,21
nc,-21,-10,1
nc,0,0,0
pb,1269,2000,2000
nb,-2000,-2000,-1269
ps,-1,795,1591
ns,-1591,-795,1
