pos_name,tri1,tri2,tri3
pb,385,800,800
nb,-800,-800,-385
ps,370,379,389
ns,-389,-379,-370
pc,-1,189,378
nc,-378,-189,1
pb,49,50,50
nb,-50,-50,-49
ps,1,25,50
ns,-50,-25,-1
pc,-1,10,21
nc,-21,-10,1
nc,0,0,0
pb,789,2000,2000
nb,-2000,-2000,-789
ps,-1,553,1107
ns,-1107,-553,1
