pos_name,tri1,tri2,tri3
pb,278,800,800
nb,-800,-800,-278
ps,161,332,503
ns,-503,-332,-161
pc,-1,118,236
nc,-236,-118,1
pb,35,50,50
nb,-50,-50,-35
ps,21,31,41
ns,-41,-31,-21
pc,-1,12,24
nc,-24,-12,1
nc,0,0,0
pb,1130,2000,2000
nb,-2000,-2000,-1130
ps,-1,773,1546
ns,-1546,-773,1
