pos_name,tri1,tri2,tri3
pb,338,800,800
nb,-800,-800,-338
ps,113,285,458
ns,-458,-285,-113
pc,-1,118,236
nc,-236,-118,1
pb,40,50,50
nb,-50,-50,-40
ps,23,32,41
ns,-41,-32,-23
pc,-1,15,31
nc,-31,-15,1
nc,0,0,0
pb,796,2000,2000
nb,-2000,-2000,-796
ps,-1,435,871
ns,-871,-435,1
