pos_name,tri1,tri2,tri3
pb,470,800,800
nb,-800,-800,-470
ps,271,385,500
ns,-500,-385,-271
pc,-1,183,367
nc,-367,-183,1
pb,27,50,50
nb,-50,-50,-27
ps,2,20,39
ns,-39,-20,-2
pc,-1,3,7
nc,-7,-3,1
nc,0,0,0
pb,1447,2000,2000
nb,-2000,-2000,-1447
ps,-1,738,1477
ns,-1477,-738,1
