pos_name,tri1,tri2,tri3
pb,437,800,800
nb,-800,-800,-437
ps,165,391,617
ns,-617,-391,-165
pc,-1,167,335
nc,-335,-167,1
pb,23,50,50
nb,-50,-50,-23
ps,6,20,34
ns,-34,-20,-6
pc,-1,8,17
nc,-17,-8,1
nc,0,0,0
pb,1191,2000,2000
nb,-2000,-2000,-1191
ps,-1,651,1303
ns,-1303,-651,1
