pos_name,tri1,tri2,tri3
pb,243,800,800
nb,-800,-800,-243
ps,233,264,295
ns,-295,-264,-233
pc,-1,125,250
nc,-250,-125,1
pb,43,50,50
nb,-50,-50,-43
ps,14,30,46
ns,-46,-30,-14
pc,-1,14,28
nc,-28,-14,1
nc,0,0,0
pb,1221,2000,2000
nb,-2000,-2000,-1221
ps,-1,796,1593
ns,-1593,-796,1
