pos_name,tri1,tri2,tri3
pb,411,800,800
nb,-800,-800,-411
ps,182,348,515
ns,-515,-348,-182
pc,-1,96,192
nc,-192,-96,1
pb,44,50,50
nb,-50,-50,-44
ps,39,43,48
ns,-48,-43,-39
pc,-1,20,41
nc,-41,-20,1
nc,0,0,0
pb,822,2000,2000
nb,-2000,-2000,-822
ps,-1,556,1113
ns,-1113,-556,1
