pos_name,tri1,tri2,tri3
pb,352,800,800
nb,-800,-800,-352
ps,348,388,428
ns,-428,-388,-348
pc,-1,189,378
nc,-378,-189,1
pb,37,50,50
nb,-50,-50,-37
ps,6,23,41
ns,-41,-23,-6
pc,-1,10,21
nc,-21,-10,1
nc,0,0,0
pb,1718,2000,2000
nb,-2000,-2000,-1718
ps,-1,882,1765
ns,-1765,-882,1
