pos_name,tri1,tri2,tri3
pb,291,800,800
nb,-800,-800,-291
ps,285,350,416
ns,-416,-350,-285
pc,-1,146,293
nc,-293,-146,1
pb,48,50,50
nb,-50,-50,-48
ps,16,32,49
ns,-49,-32,-16
pc,-1,9,19
nc,-19,-9,1
nc,0,0,0
pb,1457,2000,2000
nb,-2000,-2000,-1457
ps,-1,780,1561
ns,-1561,-780,1
