pos_name,tri1,tri2,tri3
pb,443,800,800
nb,-800,-800,-443
ps,414,436,459
ns,-459,-436,-414
pc,-1,218,436
nc,-436,-218,1
pb,29,50,50
nb,-50,-50,-29
ps,26,29,32
ns,-32,-29,-26
pc,-1,14,29
nc,-29,-14,1
nc,0,0,0
pb,1939,2000,2000
nb,-2000,-2000,-1939
ps,-1,983,1966
ns,-1966,-983,1
