pos_name,tri1,tri2,tri3
pb,682,800,800
nb,-800,-800,-682
ps,344,524,704
ns,-704,-524,-344
pc,-1,219,439
nc,-439,-219,1
pb,41,50,50
nb,-50,-50,-41
ps,25,34,44
ns,-44,-34,-25
pc,-1,14,29
nc,-29,-14,1
nc,0,0,0
pb,1671,2000,2000
nb,-2000,-2000,-1671
ps,-1,882,1765
ns,-1765,-882,1
