pos_name,tri1,tri2,tri3
pb,757,800,800
nb,-800,-800,-757
ps,65,419,774
ns,-774,-419,-65
pc,-1,180,361
nc,-361,-180,1
pb,25,50,50
nb,-50,-50,-25
ps,6,17,28
ns,-28,-17,-6
pc,-1,7,14
nc,-14,-7,1
nc,0,0,0
pb,1839,2000,2000
nb,-2000,-2000,-1839
ps,-1,926,1853
ns,-1853,-926,1
