pos_name,tri1,tri2,tri3
pb,632,800,800
nb,-800,-800,-632
ps,371,526,682
ns,-682,-526,-371
pc,-1,214,428
nc,-428,-214,1
pb,36,50,50
nb,-50,-50,-36
ps,18,30,43
ns,-43,-30,-18
pc,-1,11,22
nc,-22,-11,1
nc,0,0,0
pb,1297,2000,2000
nb,-2000,-2000,-1297
ps,-1,705,1411
ns,-1411,-705,1
