pos_name,tri1,tri2,tri3
pb,203,800,800
nb,-800,-800,-203
ps,86,221,357
ns,-357,-221,-86
pc,-1,69,138
nc,-138,-69,1
pb,42,50,50
nb,-50,-50,-42
ps,3,23,44
ns,-44,-23,-3
pc,-1,3,6
nc,-6,-3,1
nc,0,0,0
pb,1419,2000,2000
nb,-2000,-2000,-1419
ps,-1,742,1485
ns,-1485,-742,1
