pos_name,tri1,tri2,tri3
pb,570,800,800
nb,-800,-800,-570
ps,443,526,609
ns,-609,-526,-443
pc,-1,252,504
nc,-504,-252,1
pb,22,50,50
nb,-50,-50,-22
ps,4,16,28
ns,-28,-16,-4
pc,-1,7,14
nc,-14,-7,1
nc,0,0,0
pb,1781,2000,2000
nb,-2000,-2000,-1781
ps,-1,920,1841
ns,-1841,-920,1
