pos_name,tri1,tri2,tri3
pb,758,800,800
nb,-800,-800,-758
ps,413,593,774
ns,-774,-593,-413
pc,-1,282,564
nc,-564,-282,1
pb,34,50,50
nb,-50,-50,-34
ps,22,31,40
ns,-40,-31,-22
pc,-1,15,30
nc,-30,-15,1
nc,0,0,0
pb,642,2000,2000
nb,-2000,-2000,-642
ps,-1,479,959
ns,-959,-479,1
