pos_name,tri1,tri2,tri3
pb,646,800,800
nb,-800,-800,-646
ps,514,588,663
ns,-663,-588,-514
pc,-1,288,576
nc,-576,-288,1
pb,34,50,50
nb,-50,-50,-34
ps,1,18,35
ns,-35,-18,-1
pc,-1,1,3
nc,-3,-1,1
nc,0,0,0
pb,1627,2000,2000
nb,-2000,-2000,-1627
ps,-1,844,1689
ns,-1689,-844,1
